u_id_c,i_id_c,c_time_i,click,favorite,buy
41444,207750,908,5.742825508117676,-9.81579303741455,-0.509868860244751
41444,85674,908,-10.752519607543944,-8.746943473815918,-3.311368227005005
41444,4236,908,2.622196912765503,0.1108549833297729,-0.796701967716217
41444,248163,908,-12.015647888183594,-7.7562255859375,-1.0329060554504397
41444,12911,908,-7.147579193115234,-1.5211937427520752,-1.0818465948104858
41444,76787,908,-0.3955123424530029,-0.7569399476051331,-1.352231740951538
41444,240413,908,5.940587997436523,-2.9661831855773926,-1.8581178188323972
15548,227558,913,10.155094146728516,2.002959728240967,-3.023589611053467
15548,200691,913,3.500833034515381,-4.824576377868652,-0.9018014073371888
15548,43813,913,1.0388998985290527,-0.081912100315094,-2.216550350189209
15548,49090,913,-4.015775203704834,-6.583291530609131,-1.8097586631774905
15548,4112,913,2.096518516540528,-4.509020805358887,-2.43216872215271
15548,125214,913,-14.729411125183104,-6.0914459228515625,-1.508624792098999
15548,84929,913,-4.893245697021484,-5.513739585876465,-2.365792751312256
15548,11373,913,-1.2451303005218506,-4.485491752624512,-0.0311618447303771
15548,76502,913,2.0460164546966557,-4.200368881225586,-1.470954418182373
15548,219700,913,5.093981742858887,1.3209123611450195,-3.9762797355651855
15548,243674,913,-7.128649711608887,-5.711287498474121,-1.932171940803528
55138,100225,913,3.53097939491272,-8.607481956481934,-2.513905763626098
55138,188899,913,-15.948317527770996,-6.734002113342285,-1.376371145248413
55138,13122,913,-7.059118270874023,-8.085182189941406,-1.7070778608322144
55138,30207,913,-16.445837020874023,-6.78990364074707,-3.0886335372924805
55138,63240,913,-11.58067512512207,-5.289599418640137,-0.4583255052566528
55138,7008,913,-1.971440553665161,-8.51327896118164,-0.0235504508018493
55138,195207,913,4.871597290039063,-0.2094058990478515,-1.450364351272583
55138,263841,913,-6.316182613372803,-1.2211912870407104,-1.0661125183105469
55138,235600,913,-18.16960906982422,-9.774049758911133,-2.4922468662261963
55138,204818,913,-9.969152450561523,-8.59675407409668,-2.2950117588043213
55138,14074,913,-12.48170566558838,-8.528824806213379,-1.90544867515564
198784,214911,909,5.033548831939697,2.6058108806610107,-0.3531346321105957
198784,223283,909,-13.090267181396484,-3.791436672210693,-0.3921878635883331
198784,77923,909,-8.579322814941406,-0.1328171491622924,-0.919447422027588
198784,242379,909,-16.81443214416504,-3.853793382644653,-1.7967712879180908
198784,229864,909,-22.21683692932129,-12.514156341552734,-2.140065670013428
198784,182907,909,-2.875295639038086,-5.113653659820557,-1.8022236824035645
198784,43790,909,-35.69206237792969,-12.243487358093262,-2.510944366455078
198784,43889,909,-20.69454002380371,-0.98176908493042,1.5131189823150637
198784,45421,909,-24.163005828857425,-11.188621520996094,-1.9025262594223025
198784,248500,909,-21.915807723999023,-9.50908660888672,-1.958462476730347
198784,160218,909,-27.52173614501953,-9.250011444091797,-1.939726948738098
198784,15424,909,-0.4008501768112182,-1.27015483379364,-2.0327417850494385
198784,201823,909,0.3052800297737121,-0.6060773134231567,0.8432573676109314
198784,3768,909,-25.64303207397461,-12.056610107421877,-3.683761596679688
198784,100129,909,-10.829985618591309,-8.933316230773926,-2.432924747467041
198784,230147,909,10.606664657592772,-0.6461319923400879,1.634150505065918
198784,211591,909,-31.27276611328125,-9.992496490478516,-1.7290542125701904
198784,209501,909,-6.130895614624023,-11.48071002960205,-1.800145983695984
198784,42278,909,-29.516809463500977,-11.550354957580566,-2.4642465114593506
198784,178327,909,-24.007736206054688,-10.257875442504885,-2.202710628509521
198784,149180,909,-14.169471740722656,-9.42990779876709,-2.0147199630737305
198784,213979,909,-20.892135620117188,-10.497549057006836,-2.644468069076538
198784,179353,909,9.834962844848633,3.5886154174804688,-2.7896888256073
198784,35302,909,-24.71502113342285,-10.406867980957031,-0.5849100351333618
198784,188992,909,-26.810134887695312,-14.034071922302246,-2.8439478874206543
198784,193042,909,-17.78485870361328,-4.019191265106201,-1.3239612579345703
198784,223775,909,-14.72077178955078,-9.337522506713867,-1.939919352531433
198784,218968,909,-11.680333137512209,-5.418564796447754,0.0657665729522705
198784,87174,909,-22.76331329345703,-10.26796817779541,-0.8464642763137817
198784,32981,909,-10.907907485961914,-9.229487419128418,-1.3342669010162354
198784,19243,909,-30.024845123291016,-13.205486297607422,-3.1206612586975098
198784,259869,909,-33.41916275024414,-9.903671264648438,-0.3720499277114868
198784,37019,909,-30.96085357666016,-9.967588424682615,-2.369073867797852
