u_id_c,i_id_c,c_time_i,click,favorite,buy
184307,97744,901,0.0856621265411377,-10.897968292236328,-3.0278632640838623
184307,51896,901,-1.4902048110961914,-8.002708435058594,-2.983226537704468
184307,151296,901,-1.9495807886123655,-7.344911575317383,-2.4755375385284424
184307,211259,901,4.642349720001221,-7.477552890777588,2.274019241333008
184307,226991,901,-0.0551385879516601,-6.6408514976501465,-0.7208832502365112
184307,263210,901,-0.2246079444885254,-8.199271202087402,-2.4181559085845947
184307,138002,901,-3.634737730026245,-7.236544609069824,-3.7116308212280273
184307,191581,901,13.231560707092283,0.0575114898383617,2.790234327316284
184307,219818,901,8.15267276763916,-1.0032861232757568,-2.4911885261535645
184307,48483,901,-0.7880663871765137,-1.9428586959838867,-2.9913535118103027
21399,137164,901,6.505827903747559,0.3760504722595215,2.857435941696167
21399,244305,901,-11.557830810546877,-8.761494636535645,-2.647000312805176
21399,170301,901,-1.751974105834961,-7.36876916885376,-3.923673629760742
21399,258919,901,-5.055233955383301,-8.115031242370605,-2.598439693450928
21399,92242,901,14.396476745605469,-7.4640679359436035,2.72109603881836
21399,28671,901,1.931041240692139,-6.036287784576416,2.284632682800293
21399,217957,901,-2.780683279037476,0.636987566947937,-2.7647242546081543
21399,258174,901,-4.201625823974609,-9.520925521850586,-4.207127571105957
21399,151545,901,-5.820572853088379,-9.936117172241213,-2.9258062839508057
21399,120917,901,-0.4685800075531006,-8.358171463012695,-2.9539592266082764
21399,174514,901,-10.392608642578123,-8.45999813079834,2.11759352684021
21399,204337,905,0.9297401905059814,1.3039536476135254,0.6723911762237549
21399,119902,905,-0.9040746688842772,-7.232978343963623,2.145949602127075
21399,170636,905,-4.940184593200684,-7.67136812210083,-2.509063005447388
21399,196476,905,-13.184317588806152,-4.60816764831543,-1.7195796966552734
21399,239997,905,-5.404329776763916,-3.180288791656494,-1.3824522495269775
21399,22180,905,-8.465347290039062,-5.5350494384765625,-1.357969045639038
21399,139301,905,6.833987712860107,-2.9449238777160645,-3.475595712661743
21399,118032,905,-3.832934856414795,-8.278674125671387,-3.289172887802124
21399,259010,905,-5.24276876449585,-7.510512351989746,-1.483910322189331
21399,223685,905,-6.9193549156188965,-8.377206802368164,-3.7226834297180176
21399,259723,905,13.882981300354004,0.4436932504177093,3.011080026626587
