u_id_c,i_id_c,c_time_i,click,favorite,buy
198784,24165,917,-32.09725570678711,-2.700571060180664,-3.505002737045288
198784,172859,917,-27.512195587158203,-12.612513542175291,-6.091753959655762
198784,171929,917,-14.334515571594238,-11.788163185119627,-4.007925033569336
198784,57487,917,-13.81199073791504,-11.144376754760742,-4.457608699798584
198784,78406,917,-23.8819522857666,-3.6352977752685542,-4.914017677307129
198784,1604,917,-30.60338592529297,-11.188493728637695,-3.707685947418213
198784,108018,917,0.7518067955970764,0.0947766378521919,2.195708513259888
198784,124123,917,-36.54985809326172,-10.783172607421877,-3.4704909324646
198784,216223,917,-18.732322692871094,-1.793820858001709,-3.5834226608276367
198784,125014,917,-22.79764747619629,-10.12569808959961,-2.013540744781494
198784,187894,917,-26.601886749267575,-12.934618949890137,-5.276233673095703
198784,187929,917,-15.97916030883789,-11.300655364990234,-2.553776979446411
198784,241566,917,-19.99246597290039,-10.81001091003418,-0.5015000700950623
198784,3332,917,-17.722877502441406,-4.043746948242188,-3.619451284408569
198784,229787,917,-27.14701461791992,-10.631474494934082,-4.1995062828063965
198784,127261,917,-31.453140258789062,-3.5770492553710938,-3.236429452896118
198784,58282,917,-15.292243003845217,-11.71275520324707,-3.624779939651489
198784,3394,917,-1.1037461757659912,0.935814619064331,4.831299304962158
198784,104805,917,-17.09061050415039,-11.118026733398438,-3.880488157272339
198784,32072,917,-20.96884536743164,-11.493111610412598,-3.649579763412476
198784,118621,917,-22.986507415771484,-3.757639169692993,-5.354673862457275
198784,151229,917,-7.662185192108154,-0.584658145904541,2.5409164428710938
198784,230926,917,-33.65407180786133,-11.897894859313965,-3.398811817169189
198784,174267,917,-15.97589111328125,-5.317613124847412,-8.284802436828613
198784,264017,917,-31.293794631958008,-11.727361679077148,-6.339998245239258
198784,256995,917,-16.79916000366211,-11.06515407562256,-3.900931596755981
198784,265457,917,-19.135610580444336,-5.440593719482422,-4.346790313720703
198784,84347,917,-15.433308601379396,-0.1385949999094009,2.0247673988342285
55138,93860,920,1.99533486366272,1.792264461517334,2.2591376304626465
55138,131860,920,-10.097538948059082,-7.688684940338135,-4.508474349975586
55138,226175,920,-4.1890411376953125,-0.935417413711548,2.663973808288574
55138,23904,920,-7.7041335105896,-9.535402297973633,-2.379951477050781
55138,211713,920,-15.02741527557373,-6.072712421417236,-4.718111038208008
55138,157832,920,-16.75045394897461,-9.305654525756836,-3.6304798126220703
55138,33074,920,-2.4389326572418213,-9.84857177734375,-5.541281223297119
55138,208012,920,-2.7248082160949707,-5.547752380371094,-1.8342339992523196
55138,180890,920,4.402589797973633,-8.304356575012207,-4.095075607299805
55138,240930,920,7.556739807128906,-1.9088339805603027,-4.946286201477051
55138,118895,920,-7.296304225921631,-9.38201141357422,-5.61714506149292
55138,100482,916,-11.721830368041992,-9.120238304138184,-4.668063640594482
55138,95530,916,-2.0235395431518555,-7.352607727050781,-1.7246503829956057
55138,233982,916,-17.576831817626953,-7.064550876617432,-5.364161968231201
55138,33730,916,-2.258948802947998,-2.2534995079040527,-4.026436805725098
55138,256991,916,-11.29002571105957,-7.982659816741943,-2.5447027683258057
55138,254894,916,-5.419837474822998,-1.5343886613845823,-4.28717041015625
55138,52577,916,-15.439661026000977,-7.025054454803467,-3.024009227752685
55138,129434,916,-9.882867813110352,-4.983434200286865,-2.836884021759033
55138,157502,916,-8.75848388671875,-7.6814045906066895,1.1254884004592896
55138,103247,916,-2.1514875888824463,-9.513223648071287,-5.179867267608643
55138,35855,916,-12.406558990478516,-9.691205024719238,-3.252969741821289
